CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
316;;;base;interview;08.03.2020 17:02;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_194;2;23.04.2019;6;;14;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_190;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;286;190;476;;22.06.2020 13:07;1;0;2;2;22;5;0.85;9
317;;;base;interview;08.03.2020 17:11;-9;0;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Potentially dangerous or vulnerable people;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;2;1;1;2;1;2;-9;;B_Apr_Oreg_195;2;23.04.2019;11;;14;3;2;1;1;1;1;1;1;1;2;1;1;2;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;-9;1;-9;1;1;0;1;1;1;1;482;826;1308;;07.07.2020 15:48;1;0;2;2;18;4;0.25;0
318;;;base;interview;08.03.2020 17:16;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;2;1;1;1;1;1;1;2;1;1;1;-9;;B_Apr_Oreg_196;2;23.04.2019;6;;14;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;4;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_190;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;2;1;1;1;-9;1;-9;1;1;0;1;1;1;1;99;296;395;;22.06.2020 13:07;1;0;2;2;22;5;0.91;0
319;;;base;interview;08.03.2020 20:04;-9;1;1;2;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;2;2;2;1;3;1;1;2;1;1;1;1;2;1;1;2;1;2;-9;;B_Apr_Oreg_197;2;23.04.2019;14;;14;4;2;1;1;1;1;1;1;1;1;2;1;2;1;2;Bullying;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_39, B_Apr_Oreg_195;1;-9;2;1;1;1;1;1;1;1;2;2;2;1;1;2;1;1;-9;1;-9;1;1;;;;;;634;601;693;;20.03.2020 18:18;1;0;2;2;15;2;0.29;0
320;;;base;interview;08.03.2020 20:12;1;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;1;1;1;2;1;3;2;1;1;2;1;1;1;2;2;1;1;1;1;-9;;B_Apr_Wash_84;2;24.04.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;2;1;1;1;2;2;1;1;1;1;1;1;1;;7;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;235;322;557;;07.07.2020 15:50;1;0;2;2;15;2;0.6;0
321;;;base;interview;08.03.2020 20:18;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;2;1;1;2;1;1;1;1;1;1;1;1;1;-9;;B_Apr_Wash_85;2;24.04.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_84;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;124;203;327;;20.03.2020 18:21;1;0;2;2;19;3;01.Feb;7
322;;;base;interview;08.03.2020 20:22;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;2;1;1;2;1;2;-9;;B_Apr_Oreg_198;2;24.04.2019;14;;14;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_195;1;-9;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;-9;1;-9;1;1;;;;;;247;348;595;;20.03.2020 18:23;1;0;2;2;19;4;0.56;0
323;;;base;interview;08.03.2020 20:29;-9;1;2;1;1;1;2;1;1;1;2;1;1;1;1;1;1;;1;1;1;1;2;2;2;1;2;1;3;2;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Apr_Wash_86;2;24.04.2019;1;;13;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Bullying;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;2;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;0;1;1;1;1;1;1;1;1;2;1;1;2;1;-9;2;-9;1;1;;;;;;55;399;454;;20.03.2020 18:25;1;0;2;2;18;3;Jän.16;17
324;;;base;interview;08.03.2020 20:38;-9;1;2;1;1;1;1;2;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;2;1;1;2;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Wash_87;2;24.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Wash_84;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;85;200;285;;20.03.2020 18:26;1;0;2;2;16;2;01.Feb;10
328;;;base;interview;16.03.2020 21:16;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;1;2;1;1;1;4;2;1;1;1;2;1;1;2;2;1;1;1;2;-9;;B_Apr_Wash_88;2;25.04.2019;15;;14;7;2;2;2;1;1;1;1;1;1;1;2;1;2;2;PTSD, Depression;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;0;1;1;1;1;84;698;782;;07.07.2020 15:51;1;0;2;2;17;2;0.74;2
329;;;base;interview;16.03.2020 21:28;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;2;1;1;-9;;B_Apr_Oreg_199;2;25.04.2019;14;;14;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_9;1;-9;1;1;0;1;1;1;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;;;;;;221;323;544;;20.03.2020 18:28;1;0;2;2;20;4;0.61;0
330;;;base;interview;16.03.2020 21:37;-9;1;1;2;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;2;1;1;1;2;2;1;2;1;1;1;2;-9;;B_Apr_Wash_89;2;25.04.2019;10;;14;4;2;2;1;1;1;1;1;1;1;1;2;1;1;2;Depression;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;54;417;471;;20.03.2020 18:29;1;0;2;2;20;4;Jän.17;18
331;;;base;interview;16.03.2020 22:06;-9;1;2;1;1;2;2;2;1;1;2;1;1;1;1;1;1;;1;1;1;1;2;1;1;1;1;1;4;1;1;1;1;2;1;1;2;2;1;1;1;2;-9;;B_Apr_Oreg_200;2;26.04.2019;11;;14;5;1;2;1;1;1;1;1;1;1;2;1;2;2;2;Conversion therapy, Depression;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;0;1;1;1;1;64;659;723;;07.07.2020 15:52;1;0;2;2;17;2;0.92;11
332;;;base;interview;16.03.2020 22:16;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Wash_90;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;67;112;179;;16.03.2020 22:19;1;0;2;2;97;96;Jän.86;43
333;;;base;interview;16.03.2020 22:20;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Wash_91;2;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;97;8;105;;16.03.2020 23:36;1;0;2;2;97;96;Jän.97;250
334;;;base;interview;16.03.2020 23:35;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Oreg_201;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;142;12;154;;16.03.2020 23:38;1;0;2;2;97;96;Jän.82;250
335;;;base;interview;16.03.2020 23:38;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Basketball players, athletes;2;1;1;1;1;1;1;1;2;1;4;2;1;1;1;1;2;1;1;2;1;2;1;1;-9;;B_Apr_Wash_92;2;27.04.2019;15;;13;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Depression, substance abuse;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;2;0;1;1;1;1;1;1;2;1;1;1;1;2;1;-9;1;1;1;1;0;1;1;1;1;68;370;438;;07.07.2020 15:53;1;0;2;2;18;4;01.Mär;9
336;;;base;interview;16.03.2020 23:45;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Oreg_202;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;59;11;70;;30.03.2020 15:45;1;0;2;2;97;96;Feb.28;264
337;;;base;interview;16.03.2020 23:45;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Oreg_203;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;35;15;50;;18.03.2020 18:13;1;0;2;2;97;96;Feb.81;291
338;;;base;interview;16.03.2020 23:46;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;2;1;1;-9;;B_Apr_Oreg_204;2;27.04.2019;14;;14;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_199, B_Apr_Oreg_9;1;-9;1;1;0;1;1;1;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;;;;;;218;180;398;;20.03.2020 18:42;1;0;2;2;20;4;0.94;11
340;;;base;interview;16.03.2020 23:54;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Oreg_206;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;162;15;177;;20.03.2020 18:43;1;0;2;2;97;96;Jän.78;250
341;;;base;interview;16.03.2020 23:57;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Apr_Oreg_207;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;;;;;;34;8;42;;16.03.2020 23:58;1;0;2;2;97;96;Feb.85;293
342;;;base;interview;16.03.2020 23:59;2;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;1;1;2;1;1;1;1;2;1;1;1;1;-9;;B_Apr_Wash_93;2;28.04.2019;12;;13;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;2;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;0;1;1;1;1;82;304;386;;07.07.2020 15:54;1;0;2;2;18;4;0.99;3
343;;;base;interview;17.03.2020 00:04;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;2;1;3;1;1;2;1;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_208;2;28.04.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;152;152;304;;20.03.2020 18:47;1;0;2;2;19;4;Jän.16;18
344;;;base;interview;17.03.2020 00:08;2;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;2;2;1;3;1;1;2;1;1;1;1;1;2;2;2;1;2;-9;;B_Apr_Oreg_209;2;28.04.2019;14;;15;4;2;1;1;1;1;1;1;1;1;2;1;2;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;6;1;1;1;1;2;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;B_Apr_Oreg_39;1;-9;2;1;0;1;1;1;1;1;1;2;2;2;1;2;2;1;-9;1;-9;2;1;0;1;1;1;1;314;739;1053;;07.07.2020 15:56;1;0;2;2;15;2;0.32;0
345;;;base;interview;17.03.2020 00:23;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;1;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_210;2;29.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_208;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;0;1;1;1;1;125;206;331;;07.07.2020 15:57;1;0;2;2;18;3;1;7
346;;;base;interview;17.03.2020 00:27;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;1;1;4;1;1;2;1;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_211;2;29.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;7;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;177;119;296;;20.03.2020 18:49;1;0;2;2;20;4;Jän.36;30
347;;;base;interview;17.03.2020 00:34;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;2;2;1;1;2;1;3;1;1;2;1;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_212;2;29.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_208;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;63;95;158;;20.03.2020 18:50;1;0;2;2;17;3;02.Nov;55
348;;;base;interview;17.03.2020 00:38;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;2;1;2;2;1;1;2;1;3;1;1;2;1;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_213;2;29.04.2019;4;;14;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_208;1;-9;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;54;104;158;;20.03.2020 18:51;1;0;2;2;17;3;02.Nov;56
350;;;base;interview;17.03.2020 00:49;-9;0;1;1;1;0;1;1;1;1;1;2;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;2;1;1;1;-9;2;-9;;B_Apr_Oreg_214;2;29.04.2019;11;;14;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;72;108;180;;20.03.2020 18:52;1;0;2;2;22;7;Jän.85;43
351;;;base;interview;17.03.2020 00:52;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;2;1;2;2;1;1;1;1;4;1;1;2;1;1;1;1;2;1;1;1;1;1;-9;;B_Apr_Oreg_215;2;29.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_211;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;93;125;218;;20.03.2020 18:52;1;0;2;2;17;3;Jän.54;27
352;;;base;interview;17.03.2020 00:56;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;2;1;2;1;1;1;2;1;3;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_216;2;29.04.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_208;1;-9;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;60;181;241;;20.03.2020 18:53;1;0;2;2;19;3;Jän.49;25
353;;;base;interview;17.03.2020 01:01;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;1;1;1;1;2;1;2;1;1;1;1;2;-9;;B_Apr_Wash_95;2;30.04.2019;10;;14;3;2;1;1;1;1;1;1;1;1;1;2;1;1;2;Netflix-13 reasons why;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;-9;1;-9;1;1;;;;;;64;397;461;;20.03.2020 18:55;1;0;2;2;18;4;01.Mai;11
354;;;base;interview;17.03.2020 12:42;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;2;1;1;1;1;1;1;1;-9;;B_Apr_Oreg_217;2;30.04.2019;14;;14;3;1;2;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;;;;;;93;403;496;;20.03.2020 18:55;1;0;2;2;23;6;0.82;0
355;;;base;interview;17.03.2020 12:50;-9;2;2;2;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;2;1;2;1;1;2;-9;;B_Apr_Oreg_218;2;30.04.2019;10;;14;4;2;1;1;1;1;1;1;1;1;1;2;1;1;2;Netflix - 13 reasons why;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;-9;2;1;1;1;;;;;;145;1167;1312;;20.03.2020 18:57;1;0;2;2;15;3;0.43;0
356;;;base;interview;17.03.2020 16:15;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;1;1;1;1;2;1;1;1;1;1;1;2;-9;;B_Apr_Oreg_219;2;30.04.2019;1;;14;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Netflix - 13 reasons why;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;B_Apr_Oreg_218;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;2;-9;1;2;;;;;;237;587;824;;20.03.2020 18:59;1;0;2;2;18;4;0.42;0
